protein_id	subject_id	percent_identity	alignment_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	subject_title	rank
TRINITY_DN5387_c0_g1_i1.p1	YKL072W	100	101	0	0	1	101	291	391	8.26e-63	201	YKL072W STB6 SGDID:S000001555, Chr XI from 299582-301882, Genome Release 64-4-1, Verified ORF, "Protein that binds Sin3p in a two-hybrid assay; STB6 has a paralog, STB2, that arose from the whole genome duplication"	1
TRINITY_DN5388_c0_g1_i1.p1	YNL221C	100	492	0	0	1	492	384	875	0.0	1008	YNL221C POP1 SGDID:S000005165, Chr XIV from 233695-231068, Genome Release 64-4-1, reverse complement, Verified ORF, "Subunit of RNase MRP, nuclear RNase P and telomerase complexes; RNase MRP cleaves pre-rRNA, nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs, while telomerase replenishes telomeric DNA; binds to the RPR1 RNA subunit in RNase P"	1
TRINITY_DN5390_c0_g1_i1.p1	YBR108W	100	624	0	0	13	636	324	947	0.0	1105	YBR108W AIM3 SGDID:S000000312, Chr II from 454822-457665, Genome Release 64-4-1, Verified ORF, "Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss"	1
TRINITY_DN5391_c0_g1_i1.p1	YOR326W	100	231	0	0	1	231	326	556	4.75e-153	461	YOR326W MYO2 SGDID:S000005853, Chr XV from 925721-930445, Genome Release 64-4-1, Verified ORF, "Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles, the vacuole, late Golgi elements, peroxisomes, lipid droplets, and the mitotic spindle; effector of Ypt11p, a rab-type small GTPase; MYO2 has a paralog, MYO4, that arose from the whole genome duplication"	1
TRINITY_DN5392_c0_g1_i1.p1	YGL060W	100	203	0	0	1	203	439	641	1.19e-136	394	YGL060W YBP2 SGDID:S000003028, Chr VII from 390065-391990, Genome Release 64-4-1, Verified ORF, "Central kinetochore associated protein; mediates mitotic progression; interacts with several central kinetochore proteins and centromeric histone Cse4p; role in resistance to oxidative stress; similar to Slk19p; YBP2 has a paralog, YBP1, that arose from the whole genome duplication"	1
TRINITY_DN5393_c0_g1_i1.p1	YDL164C	99.7	342	1	0	1	342	414	755	1.02e-250	695	YDL164C CDC9 SGDID:S000002323, Chr IV from 167254-164987, Genome Release 64-4-1, reverse complement, Verified ORF, "DNA ligase I found in nucleus and mitochondria; essential enzyme that joins Okazaki fragments during DNA replication; also acts in ribonucleotide excision repair, base excision repair, and recombination; DNA ligase I mutants trigger ubiquitination of PCNA at K107, facilitating Rad59p-mediated bypass of unligated Okazaki fragments; human homolog LIG1 can complement yeast cdc9 temperature-sensitive mutant at restrictive temperature"	1
TRINITY_DN5394_c0_g1_i1.p1	YGL093W	100	246	0	0	1	246	33	278	3.15e-153	447	YGL093W SPC105 SGDID:S000003061, Chr VII from 334886-337639, Genome Release 64-4-1, Verified ORF, "Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation"	1
TRINITY_DN5395_c0_g1_i1.p1	YPL127C	100	258	0	0	1	258	1	258	6.61e-154	427	YPL127C HHO1 SGDID:S000006048, Chr XVI from 309604-308828, Genome Release 64-4-1, reverse complement, Verified ORF, "Histone H1, linker histone with roles in meiosis and sporulation; decreasing levels early in sporulation may promote meiosis, and increasing levels during sporulation facilitate compaction of spore chromatin; binds to promoters and within genes in mature spores; may be recruited by Ume6p to promoter regions, contributing to transcriptional repression outside of meiosis; suppresses DNA repair involving homologous recombination"	1
TRINITY_DN5397_c0_g1_i1.p1	YKL145W	100	467	0	0	1	467	1	467	0.0	867	YKL145W RPT1 SGDID:S000001628, Chr XI from 174213-175616, Genome Release 64-4-1, Verified ORF, "ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance"	1
TRINITY_DN5398_c0_g1_i1.p1	YBR038W	100	262	0	0	1	262	702	963	3.14e-179	516	YBR038W CHS2 SGDID:S000000242, Chr II from 311898-314789, Genome Release 64-4-1, Verified ORF, "Chitin synthase II; catalyzes transfer of N-acetylglucosamine (GlcNAc) to chitin upon activation of zymogenic form; required for chitin synthesis in the primary septum during cytokinesis; localization regulated by Cdk1p during mitosis; phosphorylation by Dbf2p kinase regulates its dynamics and chitin synthesis during cytokinesis"	1
TRINITY_DN539_c0_g1_i1.p1	YBR026C	100	380	0	0	1	380	1	380	1.31e-276	747	YBR026C ETR1 SGDID:S000000230, Chr II from 294019-292877, Genome Release 64-4-1, reverse complement, Verified ORF, "2-enoyl thioester reductase; member of the medium chain dehydrogenase/reductase family; localized to mitochondria, where it has a probable role in fatty acid synthesis; human MECR functionally complements the respiratory growth defect of the null mutant"	1
TRINITY_DN53_c0_g1_i1.p1	YBR084W	100	796	0	0	1	796	180	975	0.0	1549	YBR084W MIS1 SGDID:S000000288, Chr II from 411054-413981, Genome Release 64-4-1, Verified ORF, "Mitochondrial C1-tetrahydrofolate synthase; involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase"	1
TRINITY_DN5400_c0_g1_i1.p1	YKL021C	100	423	0	0	2	424	46	468	7.91e-302	816	YKL021C MAK11 SGDID:S000001504, Chr XI from 398750-397344, Genome Release 64-4-1, reverse complement, Verified ORF, "Protein involved in an early step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats"	1
TRINITY_DN5402_c0_g1_i1.p1	YDR078C	100	223	0	0	12	234	1	223	2.53e-164	451	YDR078C SHU2 SGDID:S000002485, Chr IV from 602869-602198, Genome Release 64-4-1, reverse complement, Verified ORF, "Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Csm2, Shu1, and promotes error-free DNA repair, Shu complex mediates inhibition of Srs2p function; promotes formation of Rad51p filaments; important for both mitotic and meiotic homologous recombination, and contains a conserved SWIM domain that is necessary for both"	1
TRINITY_DN5403_c0_g1_i1.p1	YDR416W	100	112	0	0	1	112	528	639	1.33e-73	231	YDR416W SYF1 SGDID:S000002824, Chr IV from 1298432-1301011, Genome Release 64-4-1, Verified ORF, "Member of the NineTeen Complex (NTC); that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; null mutant has splicing defect and arrests in G2/M; relocalizes to the cytosol in response to hypoxia; homologs in human and C. elegans"	1
TRINITY_DN5404_c0_g1_i1.p1	YMR157C	100	255	0	0	1	255	1	255	1.74e-184	504	YMR157C AIM36 SGDID:S000004766, Chr XIII from 572044-571277, Genome Release 64-4-1, reverse complement, Verified ORF, "Protein of unknown function; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"	1
TRINITY_DN5405_c0_g1_i1.p1	YHR182W	100	120	0	0	1	120	576	695	2.20e-79	246	YHR182W RGD3 SGDID:S000001225, Chr VIII from 468219-470576, Genome Release 64-4-1, Verified ORF, "GTPase activating protein (GAP) for Rho3p, involved in cell polarity green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm; relocalizes from bud neck to cytoplasm upon DNA replication stress"	1
TRINITY_DN5406_c0_g1_i1.p1	YGL050W	100	273	0	0	1	273	1	273	2.68e-197	538	YGL050W TYW3 SGDID:S000003018, Chr VII from 405776-406597, Genome Release 64-4-1, Verified ORF, "tRNA methyltransferase required for synthesis of wybutosine; a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions"	1
TRINITY_DN5407_c0_g1_i1.p1	YDR192C	100	430	0	0	1	430	1	430	1.21e-195	546	YDR192C NUP42 SGDID:S000002600, Chr IV from 844861-843569, Genome Release 64-4-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p; human homolog NUP42 can complement yeast mutant"	1
TRINITY_DN5408_c0_g1_i1.p1	YGR136W	100	241	0	0	1	241	1	241	2.36e-127	358	YGR136W LSB1 SGDID:S000003368, Chr VII from 762428-763153, Genome Release 64-4-1, Verified ORF, "Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p, a homolog of human Wiskott-Aldrich Syndrome protein (WASP), via an N-terminal SH3 domain, and along with PIN3 cooperatively inhibits the nucleation of actin filaments; overexpression blocks receptor-mediated endocytosis; protein increases in abundance and forms nuclear foci in response to DNA replication stress; LSB1 has a paralog, PIN3, that arose from the whole genome duplication"	1
TRINITY_DN5409_c0_g1_i1.p1	YOR181W	100	632	0	0	1	632	2	633	0.0	1014	YOR181W LAS17 SGDID:S000005707, Chr XV from 675939-677840, Genome Release 64-4-1, Verified ORF, "Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments, polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis, bud site selection, cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant, but only in presence of WIPF1, which mediates localization of WAS to cortical patches"	1
TRINITY_DN540_c0_g1_i1.p1	YAR035W	100	226	0	0	1	226	462	687	1.37e-158	453	YAR035W YAT1 SGDID:S000000080, Chr I from 190193-192256, Genome Release 64-4-1, Verified ORF, "Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"	1
TRINITY_DN5410_c0_g1_i1.p1	YOR043W	100	486	0	0	1	486	1	486	0.0	931	YOR043W WHI2 SGDID:S000005569, Chr XV from 410870-412330, Genome Release 64-4-1, Verified ORF, "Negative regulator of TORC1 in response to limiting leucine; suppresses TORC1 activity with binding partners Psr1p/Psr2p, acting in parallel with SEACIT; regulates cell cycle arrest in stationary phase; inhibits Ras-cAMP-PKA regulation of apoptosis during nutrient depletion; required with Psr1p for activation of the general stress response; role in rapamycin-induced mitophagy; localizes to the cell periphery; human tumor suppressor and Whi2-like protein KCTD11 functionally complements the null"	1
TRINITY_DN5411_c0_g1_i1.p1	YDR152W	100	265	0	0	1	265	1	265	2.84e-179	491	YDR152W GIR2 SGDID:S000002559, Chr IV from 765706-766503, Genome Release 64-4-1, Verified ORF, "Highly-acidic RWD domain-containing cytoplasmic protein; forms a highly conserved complex with Rbg2p that is responsible for efficient cell growth under amino acid starvation and binds translational activator Gcn1p in dose-dependent manner according to stress level; associates with translating ribosomes; intrinsically unstructured protein whose stability is enhanced upon binding Rbg2p"	1
TRINITY_DN5412_c0_g1_i1.p1	YOL144W	100	209	0	0	2	210	68	276	3.87e-148	419	YOL144W NOP8 SGDID:S000005504, Chr XV from 53098-54552, Genome Release 64-4-1, Verified ORF, "Nucleolar protein required for 60S ribosomal subunit biogenesis"	1
TRINITY_DN5413_c0_g1_i1.p1	YFR050C	100	266	0	0	1	266	1	266	4.29e-195	531	YFR050C PRE4 SGDID:S000001946, Chr VI from 249866-249066, Genome Release 64-4-1, reverse complement, Verified ORF, "Beta 7 subunit of the 20S proteasome"	1
TRINITY_DN5414_c0_g1_i1.p1	YCL025C	100	409	0	0	1	409	225	633	4.55e-298	813	YCL025C AGP1 SGDID:S000000530, Chr III from 77919-76018, Genome Release 64-4-1, reverse complement, Verified ORF, "Broad-specificity, low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine, glutamine, and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)"	1
TRINITY_DN5415_c0_g1_i1.p1	YIL083C	100	365	0	0	1	365	1	365	1.63e-267	723	YIL083C CAB2 SGDID:S000001345, Chr IX from 204653-203556, Genome Release 64-4-1, reverse complement, Verified ORF, "Phosphopantothenoylcysteine synthetase (PPCS); catalyzes the second step of coenzyme A biosynthesis from pantothenate; subunit of the CoA-Synthesizing Protein Complex (CoA-SPC) that contains: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p subunits; null mutant lethality is complemented by human homolog PPCS and by E. coli coaBC, a bifunctional enzyme with PPCS activity"	1
TRINITY_DN5416_c0_g1_i1.p1	YNL059C	100	755	0	0	9	763	1	755	0.0	1428	YNL059C ARP5 SGDID:S000005004, Chr XIV from 514935-512668, Genome Release 64-4-1, reverse complement, Verified ORF, "Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes; promotes nucleosome shifts in the 3 prime direction"	1
TRINITY_DN5417_c0_g1_i1.p1	YER026C	100	276	0	0	1	276	1	276	3.29e-204	555	YER026C CHO1 SGDID:S000000828, Chr V from 208474-207644, Genome Release 64-4-1, reverse complement, Verified ORF, "Phosphatidylserine synthase; functions in phospholipid biosynthesis; transcriptionally repressed by myo-inositol and choline"	1
TRINITY_DN5418_c0_g1_i1.p1	YNL317W	99.6	460	2	0	1	460	6	465	2.72e-267	731	YNL317W PFS2 SGDID:S000005261, Chr XIV from 40619-42016, Genome Release 64-4-1, Verified ORF, "Integral subunit of the pre-mRNA CPF complex; the cleavage and polyadenylation factor (CPF) complex plays an essential role in mRNA 3'-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex"	1
TRINITY_DN5419_c0_g1_i1.p1	YFR053C	100	485	0	0	1	485	1	485	0.0	965	YFR053C HXK1 SGDID:S000001949, Chr VI from 255049-253592, Genome Release 64-4-1, reverse complement, Verified ORF, "Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"	1
TRINITY_DN541_c0_g1_i1.p1	YPR119W	100	177	0	0	1	177	101	277	3.49e-120	346	YPR119W CLB2 SGDID:S000006323, Chr XVI from 771653-773128, Genome Release 64-4-1, Verified ORF, "B-type cyclin involved in cell cycle progression; also involved in response to DNA damage; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M, then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB2 has a paralog, CLB1, that arose from the whole genome duplication"	1
TRINITY_DN5420_c0_g1_i1.p1	YBR013C	100	119	0	0	1	119	1	119	7.18e-83	236	YBR013C YBR013C SGDID:S000000217, Chr II from 265881-265492, Genome Release 64-4-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; haploid deletion mutant exhibits synthetic phenotype with alpha-synuclein; SWAT-GFP fusion protein localizes to the endoplasmic reticulum while mCherry fusion protein localizes to both the endoplasmic reticulum and vacuole"	1
TRINITY_DN5421_c0_g1_i1.p1	YLR404W	100	226	0	0	1	226	60	285	5.16e-165	454	YLR404W SEI1 SGDID:S000004396, Chr XII from 928743-929600, Genome Release 64-4-1, Verified ORF, "Seipin involved in lipid droplet (LD) assembly; controls lipid particle morphology, number, and size; promotes initiation of LD formation on the ER; ensures that LDs bud from the ER towards the cytosolic side of the membrane; forms a complex with Ldb16p at ER-LD contact sites, stabilizing these sites; null mutants have localized accumulation of phosphatidic acid (PA) marker proteins; BSCL2, human homolog implicated in congenital lipodystrophy, complements yeast null mutant"	1
TRINITY_DN5422_c0_g1_i1.p1	YBR102C	100	393	0	0	1	393	361	753	2.75e-269	744	YBR102C EXO84 SGDID:S000000306, Chr II from 447323-445062, Genome Release 64-4-1, reverse complement, Verified ORF, "Exocyst subunit with dual roles in exocytosis and spliceosome assembly; subunit of the the exocyst complex which mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane (PM) prior to SNARE-mediated fusion; required for exocyst assembly and targeting of the complex to specific sites on the bud tip PM; associates the U1 snRNP; role in pre-mRNA splicing and prespliceosome formation; possible Cdc28 substrate"	1
TRINITY_DN5423_c0_g1_i1.p1	YLR131C	99.0	204	2	0	1	204	167	370	1.04e-109	329	YLR131C ACE2 SGDID:S000004121, Chr XII from 406822-404510, Genome Release 64-4-1, reverse complement, Verified ORF, "Transcription factor required for septum destruction after cytokinesis; part of the RAM network that regulates polarity and morphogenesis; NES phosphorylation by RAM network kinase Cbk1p blocks nuclear exit in mother cells during the M/G1 transition, causing asymmetric localization to daughter cell nuclei, and increased Ace2p activity; phosphorylation by Cdc28p and Pho85p prevents nuclear import during cell cycle phases other than cytokinesis; Spt16p is required for nuclear exclusion during G1"	1
TRINITY_DN5424_c0_g1_i1.p1	YOL159C-A	100	90	0	0	1	90	1	90	8.12e-69	198	YOL159C-A YOL159C-A SGDID:S000007627, Chr XV from 15505-15233, Genome Release 64-4-1, reverse complement, Verified ORF, "Protein of unknown function; overexpression affects endocytic protein trafficking; identified by sequence comparison with hemiascomycetous yeast species"	1
TRINITY_DN5425_c0_g1_i1.p1	YKR083C	100	133	0	0	29	161	1	133	6.63e-82	236	YKR083C DAD2 SGDID:S000001791, Chr XI from 596822-596421, Genome Release 64-4-1, reverse complement, Verified ORF, "Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis"	1
TRINITY_DN5427_c0_g1_i1.p1	YJR015W	100	434	0	0	1	434	77	510	4.06e-317	857	YJR015W YJR015W SGDID:S000003776, Chr X from 462721-464253, Genome Release 64-4-1, Uncharacterized ORF, "Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; null mutant exhibits abnormal lipid metabolic phenotype; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog, SNG1, that arose from the whole genome duplication"	1
TRINITY_DN5428_c0_g1_i1.p1	YDR388W	100	482	0	0	1	482	1	482	2.18e-313	849	YDR388W RVS167 SGDID:S000002796, Chr IV from 1250186-1251634, Genome Release 64-4-1, Verified ORF, "Calmodulin-binding actin-associated protein; roles in endocytic membrane tabulation and constriction, and exocytosis; N-BAR domain protein that interacts with Rvs161p to regulate actin cytoskeleton, endocytosis, and viability following starvation or osmotic stress; recruited to bud tips by Gyl1p and Gyp5p during polarized growth; homolog of mammalian amphiphysin; necessary for efficient trafficking of CoQ6 to mitochondria"	1
TRINITY_DN5429_c0_g1_i1.p1	YPR159W	100	720	0	0	1	720	1	720	0.0	1461	YPR159W KRE6 SGDID:S000006363, Chr XVI from 857583-859745, Genome Release 64-4-1, Verified ORF, "Glucosyl hydrolase required for beta-1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER, plasma membrane, sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog, SKN1, that arose from the whole genome duplication"	1
TRINITY_DN542_c0_g1_i1.p1	YBL051C	100	174	0	0	1	174	1	174	2.32e-91	278	YBL051C PIN4 SGDID:S000000147, Chr II from 124759-122753, Genome Release 64-4-1, reverse complement, Verified ORF, "Protein involved in G2/M phase progression and response to DNA damage; interacts with Rad53p; contains an RNA recognition motif, a nuclear localization signal, and several SQ/TQ cluster domains; hyperphosphorylated in response to DNA damage"	1
TRINITY_DN5431_c0_g1_i1.p1	YMR268C	98.9	88	1	0	1	88	61	148	1.58e-57	180	YMR268C PRP24 SGDID:S000004881, Chr XIII from 804222-802888, Genome Release 64-4-1, reverse complement, Verified ORF, "Splicing factor that reanneals snRNPs during spliceosome recycling; reanneals U4 and U6 snRNPs"	1
TRINITY_DN5432_c0_g1_i1.p1	YER140W	100	320	0	0	1	320	237	556	4.72e-220	608	YER140W EMP65 SGDID:S000000942, Chr V from 451565-453235, Genome Release 64-4-1, Verified ORF, "Integral membrane protein of the ER; forms an ER-membrane associated protein complex with Slp1p; identified along with SLP1 in a screen for mutants defective in the unfolded protein response (UPR); proposed to function in the folding of integral membrane proteins; interacts genetically with MPS3; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	1
TRINITY_DN5433_c0_g1_i1.p1	YDR503C	100	274	0	0	1	274	1	274	7.50e-209	567	YDR503C LPP1 SGDID:S000002911, Chr IV from 1455866-1455042, Genome Release 64-4-1, reverse complement, Verified ORF, "Lipid phosphate phosphatase; catalyzes Mg(2+)-independent dephosphorylation of phosphatidic acid (PA), lysophosphatidic acid, and diacylglycerol pyrophosphate; involved in control of the cellular levels of phosphatidylinositol and PA"	1
TRINITY_DN5434_c0_g1_i1.p1	YKL002W	100	232	0	0	1	232	1	232	1.34e-124	350	YKL002W DID4 SGDID:S000001485, Chr XI from 437778-437837,437906-438544, Genome Release 64-4-1, Verified ORF, "Class E Vps protein of the ESCRT-III complex; required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis"	1
TRINITY_DN5435_c0_g1_i1.p1	YIL112W	100	353	0	0	1	353	311	663	2.98e-205	591	YIL112W HOS4 SGDID:S000001374, Chr IX from 151595-154846, Genome Release 64-4-1, Verified ORF, "Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate"	1
TRINITY_DN5436_c0_g1_i1.p1	YDR014W	100	97	0	0	1	97	459	555	1.62e-61	195	YDR014W RAD61 SGDID:S000002421, Chr IV from 474046-475989, Genome Release 64-4-1, Verified ORF, "Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin"	1
TRINITY_DN5437_c0_g1_i1.p1	YPR032W	100	92	0	0	1	92	363	454	1.64e-59	193	YPR032W SRO7 SGDID:S000006236, Chr XVI from 634123-637224, Genome Release 64-4-1, Verified ORF, "Effector of Rab GTPase Sec4p; forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; homolog of Drosophila lgl tumor suppressor; SRO7 has a paralog, SRO77, that arose from the whole genome duplication"	1
TRINITY_DN5438_c0_g1_i1.p1	YOR116C	100	72	0	0	1	72	705	776	9.15e-44	147	YOR116C RPO31 SGDID:S000005642, Chr XV from 544145-539763, Genome Release 64-4-1, reverse complement, Verified ORF, "RNA polymerase III largest subunit C160; part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21"	1
TRINITY_DN5439_c0_g1_i1.p1	YNL123W	98.9	93	1	0	1	93	247	339	4.57e-57	186	YNL123W NMA111 SGDID:S000005067, Chr XIV from 394685-397678, Genome Release 64-4-1, Verified ORF, "Serine protease and general molecular chaperone; cleaves Roq1p, which modifies the substrate specificity of the Ubr1p Ub-ligase, promoting the stress-induced homeostatically-regulated protein degradation (SHRED) of misfolded and native ER-membrane and cytosolic proteins; chaperone activity involved in the heat stress response; promotes apoptosis through proteolysis of Bir1p; role in lipid homeostasis; mammalian Omi/HtrA2 serine protease family member"	1
TRINITY_DN543_c0_g1_i1.p1	YFR005C	100	448	0	0	1	448	1	448	0.0	908	YFR005C SAD1 SGDID:S000001901, Chr VI from 155873-154527, Genome Release 64-4-1, reverse complement, Verified ORF, "Conserved zinc-finger domain protein involved in pre-mRNA splicing; critical for splicing of nearly all intron-containing genes; required for assembly of U4 snRNA into the U4/U6 particle"	1
TRINITY_DN5440_c0_g1_i1.p1	YKL017C	100	425	0	0	2	426	259	683	7.11e-307	838	YKL017C HCS1 SGDID:S000001500, Chr XI from 407241-405190, Genome Release 64-4-1, reverse complement, Verified ORF, "Hexameric DNA polymerase alpha-associated DNA helicase A; involved in lagging strand DNA synthesis; contains single-stranded DNA stimulated ATPase and dATPase activities; replication protein A stimulates helicase and ATPase activities"	1
TRINITY_DN5441_c0_g1_i1.p1	YDL044C	100	85	0	0	1	85	73	157	7.78e-52	165	YDL044C MTF2 SGDID:S000002202, Chr IV from 375289-373967, Genome Release 64-4-1, reverse complement, Verified ORF, "Mitochondrial protein that interacts with mitochondrial RNA polymerase; interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription"	1
TRINITY_DN5442_c0_g1_i1.p1	YGR141W	100	467	0	0	1	467	1	467	0.0	1019	YGR141W VPS62 SGDID:S000003373, Chr VII from 770569-771972, Genome Release 64-4-1, Verified ORF, "Vacuolar protein sorting (VPS) protein; required for cytoplasm to vacuole targeting of proteins; targeted to vacuole via AP-3 pathway; VPS62 has a paralog, TDA6, that arose from the whole genome duplication"	1
TRINITY_DN5443_c0_g1_i1.p1	YDR135C	100	72	0	0	1	72	359	430	1.10e-42	144	YDR135C YCF1 SGDID:S000002542, Chr IV from 727551-723004, Genome Release 64-4-1, reverse complement, Verified ORF, "Vacuolar glutathione S-conjugate transporter; ABC-C transporter of the ATP-binding cassette family; required for vacuole fusion; forms stable complexes with vacuole fusion machinery; regulates Vam7p recruitment to vacuoles; role in detoxifying metals (Cd, Hg, As); transports GSSG that is not immediately reduced in cytosol to vacuole; transports unconjugated bilirubin, selenodigluthatione, oxidized glutathione; similar to human cystic fibrosis protein CFTR"	1
TRINITY_DN5444_c0_g1_i1.p1	YMR111C	100	225	0	0	1	225	238	462	4.80e-155	436	YMR111C EUC1 SGDID:S000004717, Chr XIII from 493792-492404, Genome Release 64-4-1, reverse complement, Verified ORF, "Sequence-specific DNA binding protein; binds to a sequence motif associated with distinct genomic hotspots of non-H2B protein ubiquitylation (ub-hotspots); interacts with Slx5p to recruit the Slx5-Slx8  SUMO-targeted Ub ligase (STUbL) complex to ub-hotspots; deletion prevents ub-hotspot formation and exacerbates heat sensitivity of cells deficient in Rpd3L histone deacetylase complex members; forms nuclear foci upon DNA replication stress"	1
TRINITY_DN5445_c0_g1_i1.p1	YDR176W	100	377	0	0	2	378	326	702	3.05e-264	729	YDR176W NGG1 SGDID:S000002583, Chr IV from 814452-816560, Genome Release 64-4-1, Verified ORF, "Subunit of chromatin modifying histone acetyltransferase complexes; member of the ADA complex, the SAGA complex, and the SLIK complex; transcriptional regulator involved in glucose repression of Gal4p-regulated genes"	1
TRINITY_DN5446_c0_g1_i1.p1	YGR169C-A	100	92	0	0	1	92	1	92	2.70e-41	129	YGR169C-A LSO2 SGDID:S000028521, Chr VII from 836665-836387, Genome Release 64-4-1, reverse complement, Verified ORF, "Ribosome-associated protein; required for global translational elongation after recovery from stationary phase due to starvation; crosslinks to the 25S rRNA near the A site that overlaps the GTPase activation center, and to tRNAs; possible role in the iron deprivation response; localizes to the nucleus and cytoplasm, with enhanced nuclear localization under iron-replete conditions; null mutant exhibits slow growth during iron deprivation; orthologous to human CCDC124"	1
TRINITY_DN5447_c0_g1_i1.p1	YKL093W	100	135	0	0	1	135	37	171	2.59e-91	266	YKL093W MBR1 SGDID:S000001576, Chr XI from 264789-265808, Genome Release 64-4-1, Verified ORF, "Protein involved in mitochondrial functions and stress response; overexpression suppresses growth defects of hap2, hap3, and hap4 mutants; MBR1 has a paralog, ISF1, that arose from the whole genome duplication"	1
TRINITY_DN5448_c0_g1_i1.p1	YDR470C	100	418	0	0	1	418	85	502	1.04e-306	830	YDR470C UGO1 SGDID:S000002878, Chr IV from 1401214-1399706, Genome Release 64-4-1, reverse complement, Verified ORF, "Outer membrane component of the mitochondrial fusion machinery; binds to Fzo1p and Mgm1p to link these two GTPases during mitochondrial fusion; involved in fusion of both the outer and inner membranes; facilitates dimerization of Fzo1p during fusion; import into the outer membrane is mediated by Tom70p and Mim1p; has similarity to carrier proteins but likely not a transporter; similar to human SLC25A46 implicated in optic atroprophy spectrum disorder and Leigh syndrome"	1
